Token Similarity,AST Similarity,Data Flow Similarity,Runtime Similarity,Clone Type
74,9,83,73,Type-3
7,95,81,13,Type-3
25,91,3,99,Type-3
50,49,76,12,Type-3
44,96,25,48,Type-3
43,62,51,37,Type-3
4,85,50,79,Type-3
69,64,58,20,Type-3
25,98,72,29,Type-3
67,57,20,39,Type-3
18,75,61,36,Type-3
83,45,15,82,Type-3
96,88,25,80,Type-3
19,27,37,21,Type-3
11,80,29,16,Type-3
46,79,25,61,Type-3
0,95,97,65,Type-3
89,58,83,26,Type-3
13,3,22,66,Type-3
63,40,95,3,Type-3
37,59,29,56,Type-3
36,61,25,4,Type-3
10,10,87,89,Type-3
99,19,55,62,Type-3
76,89,66,42,Type-3
2,6,87,66,Type-3
32,94,30,40,Type-3
5,61,21,82,Type-3
49,6,21,6,Type-3
9,63,55,39,Type-3
4,57,58,5,Type-3
22,3,8,3,Type-3
9,71,86,33,Type-3
43,13,86,50,Type-3
1,85,19,100,Type-3
12,22,26,86,Type-3
39,88,26,34,Type-3
1,35,60,14,Type-3
83,89,28,29,Type-3
64,23,67,93,Type-3
62,81,51,37,Type-3
100,20,14,84,Type-3
72,62,6,79,Type-3
16,46,83,61,Type-3
8,68,72,68,Type-3
74,14,92,48,Type-3
14,30,74,65,Type-3
23,89,65,82,Type-3
37,3,23,6,Type-3
34,3,65,97,Type-3
93,43,75,66,Type-3
94,60,21,81,Type-3
48,62,68,10,Type-3
68,82,79,54,Type-3
61,25,70,92,Type-3
59,49,42,71,Type-3
49,32,7,82,Type-3
77,3,50,38,Type-3
74,56,83,93,Type-3
8,61,90,82,Type-3
33,87,80,60,Type-3
75,94,81,43,Type-3
98,33,80,44,Type-3
34,33,75,67,Type-3
0,1,30,38,Type-3
39,42,47,70,Type-3
63,71,97,22,Type-3
21,48,46,91,Type-3
59,20,55,82,Type-3
63,11,66,84,Type-3
92,35,5,68,Type-3
71,0,63,34,Type-3
10,41,71,0,Type-3
100,15,15,77,Type-3
13,48,79,86,Type-3
59,5,28,40,Type-3
29,96,83,13,Type-3
34,12,15,90,Type-3
84,44,9,36,Type-3
36,8,22,88,Type-3
4,98,32,99,Type-3
82,27,93,99,Type-3
77,63,82,20,Type-3
25,33,8,7,Type-3
61,31,32,77,Type-3
3,64,88,55,Type-3
88,88,3,61,Type-3
41,51,100,35,Type-3
88,73,39,83,Type-3
17,65,83,35,Type-3
39,3,6,92,Type-3
71,24,38,52,Type-3
38,79,69,42,Type-3
13,62,61,0,Type-3
31,39,6,99,Type-3
50,68,5,61,Type-3
37,55,1,88,Type-3
96,22,74,41,Type-3
22,83,42,75,Type-3
62,2,87,43,Type-3
14,64,69,57,Type-3
96,50,50,86,Type-3
24,24,51,84,Type-3
16,79,87,85,Type-3
96,40,65,64,Type-3
65,4,53,13,Type-3
77,99,39,25,Type-3
52,63,14,94,Type-3
50,5,6,27,Type-3
38,75,89,83,Type-3
50,45,32,77,Type-3
69,22,57,91,Type-3
5,37,33,54,Type-3
66,4,74,60,Type-3
6,60,55,45,Type-3
50,1,58,14,Type-3
71,2,22,93,Type-3
41,6,54,66,Type-3
63,89,24,90,Type-3
14,75,75,43,Type-3
28,49,86,96,Type-3
32,59,96,77,Type-3
93,64,41,18,Type-3
26,64,84,95,Type-3
35,96,8,46,Type-3
28,61,40,35,Type-3
37,53,13,99,Type-3
56,52,61,17,Type-3
96,8,90,66,Type-3
100,0,8,93,Type-3
26,14,90,31,Type-3
54,88,73,8,Type-3
32,35,67,93,Type-3
67,9,65,100,Type-3
85,49,39,12,Type-3
65,30,23,26,Type-3
9,83,99,84,Type-3
4,68,57,37,Type-3
73,91,73,86,Type-3
96,97,51,82,Type-3
37,15,100,65,Type-3
12,78,55,19,Type-3
30,41,53,51,Type-3
46,25,21,37,Type-3
99,29,82,33,Type-3
87,1,4,35,Type-3
51,66,63,14,Type-3
55,82,28,90,Type-3
14,55,95,29,Type-3
28,23,56,92,Type-3
7,66,60,55,Type-3
4,39,15,16,Type-3
28,62,66,8,Type-3
46,68,96,97,Type-3
67,58,39,67,Type-3
75,95,74,21,Type-3
44,60,39,6,Type-3
1,51,72,56,Type-3
26,94,91,44,Type-3
94,75,92,0,Type-3
35,35,28,20,Type-3
35,99,36,67,Type-3
25,30,35,74,Type-3
42,96,79,82,Type-3
26,6,100,28,Type-3
68,89,33,99,Type-3
19,89,36,10,Type-3
10,19,48,50,Type-3
73,97,28,82,Type-3
37,32,86,63,Type-3
5,82,52,32,Type-3
71,16,45,48,Type-3
22,100,86,22,Type-3
46,5,41,17,Type-3
89,85,35,70,Type-3
45,80,76,5,Type-3
11,19,14,25,Type-3
89,41,26,35,Type-3
12,62,5,26,Type-3
61,40,64,48,Type-3
81,89,64,69,Type-3
88,91,2,46,Type-3
96,71,71,77,Type-3
59,6,49,40,Type-3
42,70,56,0,Type-3
75,28,94,21,Type-3
99,66,31,19,Type-3
67,15,51,55,Type-3
4,76,58,2,Type-3
36,49,90,29,Type-3
71,81,15,72,Type-3
91,43,50,72,Type-3
30,76,47,16,Type-3
8,30,79,84,Type-3
50,66,39,31,Type-3
28,93,96,83,Type-3
77,2,79,77,Type-3
39,89,35,48,Type-3
40,65,70,13,Type-3
85,97,92,31,Type-3
10,76,53,92,Type-3
22,74,27,29,Type-3
0,100,79,87,Type-3
45,6,1,58,Type-3
100,26,28,28,Type-3
20,6,59,87,Type-3
89,7,57,95,Type-3
35,99,99,59,Type-3
53,41,4,94,Type-3
86,92,12,89,Type-3
56,84,69,58,Type-3
0,25,58,24,Type-3
62,60,7,5,Type-3
53,19,72,22,Type-3
54,92,80,1,Type-3
39,78,1,66,Type-3
14,86,98,56,Type-3
20,78,9,19,Type-3
46,50,97,34,Type-3
72,73,3,70,Type-3
52,1,34,56,Type-3
8,29,48,92,Type-3
73,100,87,56,Type-3
51,90,18,40,Type-3
56,16,6,44,Type-3
25,66,29,45,Type-3
40,71,61,49,Type-3
34,42,22,100,Type-3
62,100,69,42,Type-3
24,48,68,67,Type-3
89,3,26,93,Type-3
74,87,21,61,Type-3
37,28,12,3,Type-3
1,71,74,47,Type-3
6,33,20,22,Type-3
81,8,31,96,Type-3
90,57,46,79,Type-3
33,80,5,7,Type-3
90,73,61,88,Type-3
16,23,63,12,Type-3
42,55,11,42,Type-3
58,85,37,77,Type-3
50,80,6,38,Type-3
53,94,62,77,Type-3
23,60,10,14,Type-3
24,72,27,38,Type-3
70,78,28,2,Type-3
51,62,39,43,Type-3
69,41,26,60,Type-3
87,93,31,74,Type-3
32,16,72,60,Type-3
48,70,19,89,Type-3
28,89,86,92,Type-3
62,65,43,69,Type-3
21,47,100,0,Type-3
25,92,95,95,Type-3
27,69,56,54,Type-3
84,32,54,59,Type-3
48,37,1,84,Type-3
70,0,63,25,Type-3
80,54,43,100,Type-3
83,54,72,33,Type-3
48,9,50,59,Type-3
19,54,58,71,Type-3
85,94,75,50,Type-3
91,23,33,56,Type-3
62,71,18,71,Type-3
60,27,90,95,Type-3
48,91,2,25,Type-3
70,50,56,32,Type-3
0,45,47,33,Type-3
95,71,55,42,Type-3
12,28,18,95,Type-3
93,18,55,37,Type-3
86,92,64,66,Type-3
50,78,54,92,Type-3
55,94,94,15,Type-3
82,4,77,73,Type-3
61,48,32,36,Type-3
31,91,28,45,Type-3
29,54,74,26,Type-3
28,45,100,30,Type-3
48,14,63,16,Type-3
44,71,20,24,Type-3
92,99,69,21,Type-3
29,95,18,62,Type-3
15,38,13,46,Type-3
39,21,48,53,Type-3
18,61,17,76,Type-3
17,68,58,94,Type-3
0,73,57,95,Type-3
77,30,1,6,Type-3
46,36,83,8,Type-3
65,22,1,19,Type-3
91,95,49,31,Type-3
93,87,2,96,Type-3
37,3,38,78,Type-3
50,42,81,45,Type-3
62,37,20,29,Type-3
3,14,29,79,Type-3
0,10,86,35,Type-3
7,24,56,58,Type-3
28,25,8,53,Type-3
54,38,2,15,Type-3
2,55,89,3,Type-3
31,50,19,41,Type-3
9,100,43,48,Type-3
73,99,22,61,Type-3
82,32,49,55,Type-3
33,19,96,42,Type-3
96,51,100,25,Type-3
86,33,86,51,Type-3
54,44,36,70,Type-3
91,75,59,42,Type-3
31,99,4,65,Type-3
49,3,77,82,Type-3
6,12,37,69,Type-3
92,58,86,74,Type-3
7,66,47,5,Type-3
64,52,75,9,Type-3
56,16,55,37,Type-3
66,70,80,0,Type-3
87,44,76,43,Type-3
86,46,79,96,Type-3
58,77,61,85,Type-3
71,95,90,63,Type-3
53,25,56,23,Type-3
100,30,23,61,Type-3
66,30,36,28,Type-3
50,79,59,78,Type-3
96,59,72,44,Type-3
91,0,16,44,Type-3
7,45,42,48,Type-3
33,33,86,58,Type-3
34,89,11,38,Type-3
95,53,3,66,Type-3
87,58,4,26,Type-3
77,93,94,7,Type-3
31,40,6,93,Type-3
45,50,54,92,Type-3
15,4,74,37,Type-3
67,87,49,31,Type-3
36,9,75,2,Type-3
53,37,37,83,Type-3
84,34,0,52,Type-3
13,65,71,48,Type-3
94,92,80,72,Type-3
54,18,51,22,Type-3
47,37,20,6,Type-3
81,52,3,88,Type-3
6,49,48,87,Type-3
73,77,27,88,Type-3
6,91,100,31,Type-3
32,33,94,91,Type-3
22,3,85,75,Type-3
84,60,8,43,Type-3
18,88,52,6,Type-3
18,69,47,59,Type-3
35,91,89,20,Type-3
28,8,44,3,Type-3
59,51,96,2,Type-3
81,81,99,93,Type-3
1,30,100,25,Type-3
0,85,23,8,Type-3
46,67,55,40,Type-3
68,32,51,68,Type-3
19,99,63,69,Type-3
10,58,3,86,Type-3
1,34,72,43,Type-3
66,12,78,9,Type-3
86,78,32,58,Type-3
11,60,4,61,Type-3
19,96,61,0,Type-3
4,91,89,0,Type-3
36,47,2,27,Type-3
37,97,95,2,Type-3
93,37,52,43,Type-3
8,64,47,0,Type-3
97,53,20,18,Type-3
52,30,52,23,Type-3
43,48,0,15,Type-3
98,80,25,11,Type-3
85,21,26,87,Type-3
23,95,99,80,Type-3
80,28,46,34,Type-3
73,64,32,81,Type-3
29,47,84,75,Type-3
58,91,93,77,Type-3
86,65,43,58,Type-3
95,24,84,1,Type-3
80,20,56,41,Type-3
80,100,15,90,Type-3
13,25,36,99,Type-3
8,0,8,7,Type-4
39,31,28,65,Type-3
65,72,19,47,Type-3
24,45,7,27,Type-3
72,4,77,63,Type-3
21,39,46,69,Type-3
3,16,40,53,Type-3
25,52,41,93,Type-3
57,92,6,87,Type-3
28,82,59,72,Type-3
97,28,40,70,Type-3
86,75,16,8,Type-3
36,7,73,3,Type-3
74,42,36,57,Type-3
69,94,61,72,Type-3
17,14,88,3,Type-3
84,33,86,0,Type-3
41,89,43,9,Type-3
99,34,35,56,Type-3
40,92,63,66,Type-3
37,32,81,72,Type-3
33,96,41,46,Type-3
16,99,29,91,Type-3
36,20,5,83,Type-3
24,93,78,94,Type-3
75,18,23,75,Type-3
86,95,28,99,Type-3
85,0,15,39,Type-3
84,50,54,46,Type-3
26,32,72,78,Type-3
56,25,69,88,Type-3
30,41,77,32,Type-3
5,53,16,3,Type-3
90,44,55,5,Type-3
39,26,10,70,Type-3
97,50,27,91,Type-3
11,27,6,20,Type-3
52,83,96,26,Type-3
70,7,28,37,Type-3
9,89,28,72,Type-3
44,30,60,37,Type-3
16,4,65,57,Type-3
25,10,29,28,Type-3
84,84,18,23,Type-3
91,71,43,96,Type-3
61,25,55,15,Type-3
45,59,61,89,Type-3
63,45,73,38,Type-3
1,11,64,46,Type-3
53,12,49,50,Type-3
64,73,98,65,Type-3
50,92,80,35,Type-3
52,7,97,55,Type-3
35,41,97,26,Type-3
25,64,100,10,Type-3
28,8,49,97,Type-3
20,3,55,49,Type-3
10,96,15,31,Type-3
39,54,68,47,Type-3
10,84,76,27,Type-3
35,70,64,13,Type-3
58,54,15,4,Type-3
38,95,71,3,Type-3
98,56,69,84,Type-3
53,56,61,23,Type-3
97,38,62,61,Type-3
54,27,76,9,Type-3
23,25,8,86,Type-3
21,100,38,73,Type-3
68,97,97,73,Type-3
55,72,51,64,Type-3
32,69,8,86,Type-3
35,21,65,49,Type-3
19,72,75,59,Type-3
82,44,45,30,Type-3
98,14,68,25,Type-3
80,64,86,9,Type-3
61,95,7,68,Type-3
97,17,29,1,Type-3
72,10,75,89,Type-3
25,98,2,63,Type-3
65,96,29,67,Type-3
72,3,19,45,Type-3
72,33,38,34,Type-3
39,47,95,96,Type-3
16,82,48,18,Type-3
0,47,88,80,Type-3
88,75,97,36,Type-3
60,39,52,62,Type-3
42,58,77,72,Type-3
41,99,99,10,Type-3
24,47,95,88,Type-3
38,40,12,3,Type-3
34,21,42,59,Type-3
2,63,75,96,Type-3
100,75,96,47,Type-3
43,48,96,89,Type-3
50,54,40,7,Type-3
93,91,40,87,Type-3
97,14,41,35,Type-3
11,3,100,17,Type-3
18,7,3,49,Type-3
100,94,44,33,Type-3
43,59,49,71,Type-3
58,89,15,82,Type-3
48,2,55,72,Type-3
60,6,46,92,Type-3
16,78,60,0,Type-3
73,83,45,70,Type-3
56,16,81,40,Type-3
54,95,27,18,Type-3
46,9,4,1,Type-3
11,79,71,81,Type-3
61,25,37,2,Type-3
79,21,49,3,Type-3
87,14,80,62,Type-3
82,57,18,90,Type-3
7,59,63,76,Type-3
94,75,96,61,Type-3
20,38,85,0,Type-3
80,2,25,30,Type-3
86,59,14,18,Type-3
100,52,60,9,Type-3
79,23,32,91,Type-3
69,54,62,16,Type-3
71,1,9,63,Type-3
24,67,68,50,Type-3
81,22,79,6,Type-3
88,58,40,30,Type-3
11,56,8,11,Type-3
14,86,29,62,Type-3
58,71,78,83,Type-3
25,41,37,67,Type-3
25,11,85,6,Type-3
46,72,66,9,Type-3
31,74,81,91,Type-3
9,94,85,64,Type-3
15,0,56,85,Type-3
70,98,31,40,Type-3
16,53,99,90,Type-3
22,42,68,87,Type-3
25,61,47,42,Type-3
84,14,64,93,Type-3
85,6,55,5,Type-3
6,27,47,33,Type-3
13,5,27,83,Type-3
78,19,5,31,Type-3
6,87,86,29,Type-3
8,41,86,5,Type-3
47,99,46,49,Type-3
71,37,64,100,Type-3
58,61,53,85,Type-3
86,75,14,62,Type-3
92,2,48,72,Type-3
81,27,60,11,Type-3
94,11,8,38,Type-3
93,79,77,76,Type-3
38,43,59,43,Type-3
98,14,89,39,Type-3
17,54,80,47,Type-3
58,94,83,46,Type-3
16,84,37,11,Type-3
13,81,36,45,Type-3
30,47,70,96,Type-3
23,5,27,59,Type-3
98,63,94,73,Type-3
59,80,99,75,Type-3
44,86,2,68,Type-3
97,34,33,49,Type-3
2,81,68,61,Type-3
36,10,93,78,Type-3
42,22,71,72,Type-3
39,56,52,67,Type-3
89,80,70,48,Type-3
54,69,77,71,Type-3
86,87,80,61,Type-3
38,36,14,91,Type-3
14,62,70,30,Type-3
3,79,72,35,Type-3
92,92,68,47,Type-3
85,28,97,12,Type-3
24,41,94,27,Type-3
12,27,36,45,Type-3
81,15,86,45,Type-3
32,66,35,10,Type-3
15,87,61,73,Type-3
41,17,94,22,Type-3
65,47,19,24,Type-3
54,16,19,27,Type-3
98,73,6,72,Type-3
41,100,29,46,Type-3
33,24,10,71,Type-3
29,99,33,38,Type-3
12,47,100,21,Type-3
12,86,64,31,Type-3
17,49,32,2,Type-3
31,18,47,53,Type-3
95,73,19,77,Type-3
98,74,10,94,Type-3
38,40,65,50,Type-3
45,4,67,38,Type-3
28,5,97,48,Type-3
61,2,21,22,Type-3
92,44,56,68,Type-3
61,74,43,23,Type-3
56,60,31,43,Type-3
15,47,95,31,Type-3
55,23,21,50,Type-3
9,47,4,25,Type-3
29,25,68,21,Type-3
24,48,27,44,Type-3
83,89,13,82,Type-3
4,87,57,28,Type-3
64,54,46,51,Type-3
93,3,4,80,Type-3
48,48,84,66,Type-3
2,73,46,44,Type-3
44,97,2,87,Type-3
13,43,75,10,Type-3
29,28,58,84,Type-3
67,25,96,34,Type-3
17,82,18,51,Type-3
61,84,6,2,Type-3
36,82,11,49,Type-3
24,60,10,7,Type-3
47,39,78,45,Type-3
64,18,100,62,Type-3
52,81,21,48,Type-3
78,13,30,36,Type-3
72,34,2,43,Type-3
14,81,68,42,Type-3
48,91,32,74,Type-3
87,18,77,54,Type-3
67,88,74,91,Type-3
11,78,19,11,Type-3
58,2,30,15,Type-3
36,86,79,80,Type-3
60,49,72,38,Type-3
100,11,50,43,Type-3
42,95,68,0,Type-3
69,53,81,5,Type-3
38,91,83,4,Type-3
55,97,91,26,Type-3
62,64,82,82,Type-3
45,9,12,56,Type-3
87,26,81,87,Type-3
10,75,81,52,Type-3
61,99,12,31,Type-3
76,96,10,36,Type-3
97,67,4,41,Type-3
24,20,99,99,Type-3
70,19,75,60,Type-3
51,16,18,4,Type-3
3,45,84,80,Type-3
58,33,68,55,Type-3
71,77,61,71,Type-3
19,9,96,0,Type-3
92,19,0,78,Type-3
62,63,74,35,Type-3
53,61,34,56,Type-3
73,98,4,14,Type-3
97,78,88,35,Type-3
56,38,62,31,Type-3
89,90,74,71,Type-3
40,61,85,23,Type-3
2,78,5,82,Type-3
5,82,0,6,Type-3
4,89,45,83,Type-3
4,11,12,59,Type-4
53,23,54,57,Type-3
46,52,18,9,Type-3
86,99,85,73,Type-3
48,32,28,20,Type-3
8,68,93,40,Type-3
98,72,2,65,Type-3
19,77,6,24,Type-3
60,45,92,75,Type-3
34,99,5,11,Type-3
49,88,41,30,Type-3
81,6,61,38,Type-3
61,97,9,54,Type-3
16,42,30,49,Type-3
87,6,7,93,Type-3
2,94,69,51,Type-3
31,60,6,59,Type-3
98,31,69,27,Type-3
12,84,18,60,Type-3
88,58,26,44,Type-3
72,78,65,46,Type-3
67,29,48,30,Type-3
13,3,45,17,Type-3
100,33,85,48,Type-3
97,8,38,57,Type-3
10,59,35,43,Type-3
55,75,51,72,Type-3
66,93,57,0,Type-3
91,23,96,76,Type-3
28,54,75,72,Type-3
8,28,28,22,Type-3
66,53,8,90,Type-3
24,50,40,81,Type-3
97,21,86,85,Type-3
75,98,25,4,Type-3
41,19,62,66,Type-3
8,36,27,24,Type-3
78,50,52,85,Type-3
39,72,71,57,Type-3
24,85,74,83,Type-3
4,49,74,83,Type-3
10,79,30,49,Type-3
58,65,76,15,Type-3
97,61,42,88,Type-3
87,43,15,77,Type-3
78,22,74,68,Type-3
37,92,47,17,Type-3
71,10,32,64,Type-3
4,53,98,44,Type-3
47,54,17,56,Type-3
89,60,30,90,Type-3
17,98,30,41,Type-3
69,51,10,34,Type-3
36,21,70,3,Type-3
59,2,29,40,Type-3
47,75,81,79,Type-3
76,64,18,17,Type-3
27,57,80,0,Type-3
68,42,25,87,Type-3
76,89,19,95,Type-3
80,97,2,61,Type-3
39,60,72,29,Type-3
44,92,21,47,Type-3
95,52,33,74,Type-3
61,32,97,24,Type-3
92,95,82,97,Type-3
57,24,53,55,Type-3
66,49,55,26,Type-3
55,46,62,43,Type-3
39,57,3,100,Type-3
97,99,2,53,Type-3
39,65,89,29,Type-3
90,78,1,99,Type-3
76,12,47,90,Type-3
32,41,18,22,Type-3
5,14,52,77,Type-3
87,5,85,84,Type-3
18,84,5,39,Type-3
79,41,31,38,Type-3
39,89,37,37,Type-3
91,34,4,80,Type-3
96,81,81,8,Type-3
58,5,51,65,Type-3
58,77,34,79,Type-3
47,17,53,14,Type-3
40,42,51,52,Type-3
12,19,83,34,Type-3
44,78,15,22,Type-3
88,52,13,79,Type-3
52,47,87,65,Type-3
41,26,7,64,Type-3
99,87,42,72,Type-3
62,75,85,11,Type-3
26,0,34,28,Type-3
37,13,69,89,Type-3
59,31,65,69,Type-3
6,66,64,96,Type-3
4,9,78,52,Type-3
44,25,28,51,Type-3
57,94,7,42,Type-3
30,73,54,66,Type-3
22,64,33,61,Type-3
41,49,55,86,Type-3
9,48,75,10,Type-3
31,31,25,67,Type-3
52,82,47,6,Type-3
29,64,61,44,Type-3
38,25,17,7,Type-3
30,68,7,24,Type-3
81,25,50,22,Type-3
99,64,8,79,Type-3
1,93,38,21,Type-3
77,11,41,72,Type-3
76,99,95,52,Type-3
92,35,73,80,Type-3
11,23,35,71,Type-3
38,41,59,1,Type-3
65,54,23,55,Type-3
95,54,45,10,Type-3
12,88,7,17,Type-3
45,7,88,30,Type-3
26,75,89,44,Type-3
16,60,75,17,Type-3
94,26,25,28,Type-3
97,75,34,28,Type-3
59,62,43,63,Type-3
63,31,48,89,Type-3
87,59,23,43,Type-3
34,34,56,48,Type-3
69,15,15,22,Type-3
82,35,40,60,Type-3
29,55,43,29,Type-3
70,29,5,88,Type-3
73,100,39,83,Type-3
95,31,81,5,Type-3
97,78,99,7,Type-3
62,20,12,85,Type-3
27,55,97,36,Type-3
59,39,51,21,Type-3
78,92,21,53,Type-3
93,53,6,33,Type-3
36,29,17,10,Type-3
92,88,84,91,Type-3
21,19,90,79,Type-3
67,73,7,43,Type-3
19,94,49,42,Type-3
95,0,31,45,Type-3
99,73,4,35,Type-3
67,17,13,15,Type-3
90,99,48,56,Type-3
63,56,1,3,Type-3
16,58,38,25,Type-3
11,12,23,75,Type-3
21,31,12,31,Type-3
16,85,85,6,Type-3
9,69,10,20,Type-3
64,32,18,17,Type-3
21,64,43,97,Type-3
89,2,93,44,Type-3
81,4,3,42,Type-3
49,90,52,64,Type-3
13,11,27,74,Type-3
63,32,74,89,Type-3
46,26,41,54,Type-3
28,12,48,18,Type-3
75,74,67,8,Type-3
35,74,15,0,Type-3
98,35,25,75,Type-3
51,57,91,51,Type-3
75,63,30,46,Type-3
6,49,54,35,Type-3
28,50,6,44,Type-3
10,3,15,79,Type-3
32,43,47,99,Type-3
5,17,57,69,Type-3
78,17,90,50,Type-3
31,91,37,47,Type-3
50,5,12,46,Type-3
74,58,85,7,Type-3
57,62,53,50,Type-3
86,42,53,77,Type-3
25,68,36,89,Type-3
97,74,63,9,Type-3
45,68,22,74,Type-3
97,8,82,87,Type-3
28,22,51,68,Type-3
3,10,5,62,Type-4
80,60,11,79,Type-3
98,78,10,81,Type-3
12,88,45,67,Type-3
38,16,11,23,Type-3
14,49,71,56,Type-3
28,52,10,56,Type-3
28,89,9,93,Type-3
74,13,28,11,Type-3
31,38,78,43,Type-3
1,54,97,82,Type-3
46,8,64,96,Type-3
77,62,38,22,Type-3
83,26,5,75,Type-3
21,34,44,37,Type-3
74,90,51,4,Type-3
26,79,92,6,Type-3
66,59,90,1,Type-3
80,85,33,10,Type-3
55,29,45,100,Type-3
91,89,56,23,Type-3
92,38,12,41,Type-3
20,51,38,71,Type-3
46,96,17,96,Type-3
79,57,13,49,Type-3
100,64,20,4,Type-3
58,75,31,92,Type-3
83,80,30,13,Type-3
5,88,35,76,Type-3
18,28,92,50,Type-3
56,57,23,44,Type-3
68,41,28,59,Type-3
2,27,9,65,Type-3
0,82,99,62,Type-3
57,9,66,64,Type-3
37,10,87,68,Type-3
14,73,58,35,Type-3
33,59,100,45,Type-3
60,29,21,87,Type-3
34,48,77,47,Type-3
63,70,1,80,Type-3
24,68,85,44,Type-3
23,59,23,23,Type-3
11,27,17,1,Type-3
17,19,17,96,Type-3
14,95,52,58,Type-3
79,58,62,38,Type-3
26,11,99,38,Type-3
71,4,93,31,Type-3
59,29,100,12,Type-3
45,32,54,47,Type-3
88,9,1,17,Type-3
16,38,82,62,Type-3
92,90,35,62,Type-3
52,75,12,1,Type-3
7,65,14,22,Type-3
78,93,51,91,Type-3
26,59,89,70,Type-3
45,40,23,83,Type-3
49,68,32,76,Type-3
70,36,66,10,Type-3
2,77,39,39,Type-3
92,89,100,56,Type-3
63,7,8,26,Type-3
43,94,14,32,Type-3
52,56,88,16,Type-3
23,66,62,53,Type-3
59,27,48,57,Type-3
2,13,38,18,Type-3
19,10,39,84,Type-3
45,28,30,32,Type-3
14,53,16,76,Type-3
24,75,89,54,Type-3
93,8,37,53,Type-3
77,35,47,71,Type-3
70,18,94,60,Type-3
16,6,46,98,Type-3
83,16,44,56,Type-3
99,47,14,34,Type-3
8,50,70,18,Type-3
37,86,44,51,Type-3
47,75,19,65,Type-3
59,70,63,2,Type-3
62,88,73,65,Type-3
85,77,4,7,Type-3
1,57,79,46,Type-3
87,94,52,6,Type-3
71,88,8,21,Type-3
10,74,47,23,Type-3
63,74,30,29,Type-3
76,6,66,74,Type-3
80,61,42,70,Type-3
71,66,44,24,Type-3
20,14,0,40,Type-3
17,66,25,78,Type-3
93,52,26,64,Type-3
63,40,28,17,Type-3
81,16,45,82,Type-3
94,56,95,70,Type-3
37,43,91,77,Type-3
31,70,29,96,Type-3
10,74,25,45,Type-3
44,63,85,59,Type-3
88,19,87,71,Type-3
32,0,25,96,Type-3
40,95,70,67,Type-3
7,84,44,21,Type-3
10,30,64,10,Type-3
85,16,39,17,Type-3
50,88,86,2,Type-3
87,40,65,66,Type-3
40,96,41,60,Type-3
16,75,10,37,Type-3
75,27,70,95,Type-3
45,48,53,76,Type-3
31,89,13,52,Type-3
78,99,62,19,Type-3
79,54,76,42,Type-3
53,7,0,18,Type-3
85,31,26,63,Type-3
91,50,60,14,Type-3
19,89,66,24,Type-3
32,68,100,93,Type-3
73,37,90,60,Type-3
39,76,13,80,Type-3
31,18,28,53,Type-3
96,5,19,5,Type-3
1,44,36,100,Type-3
96,69,40,97,Type-3
32,15,81,75,Type-3
76,53,21,93,Type-3
29,92,29,67,Type-3
32,81,54,41,Type-3
76,31,57,71,Type-3
25,28,11,58,Type-3
21,51,97,20,Type-3
65,80,57,98,Type-3
37,68,25,34,Type-3
89,95,99,40,Type-3
45,28,99,73,Type-3
14,92,17,1,Type-3
97,2,60,18,Type-3
43,50,60,15,Type-3
48,67,24,96,Type-3
74,43,68,24,Type-3
60,24,90,91,Type-3
66,21,36,62,Type-3
5,41,75,82,Type-3
8,74,38,18,Type-3
5,7,21,4,Type-3
72,90,74,92,Type-3
94,43,9,60,Type-3
31,52,99,2,Type-3
40,85,37,50,Type-3
75,66,63,8,Type-3
7,26,81,54,Type-3
71,10,42,16,Type-3
49,26,54,47,Type-3
91,6,10,88,Type-3
61,90,15,51,Type-3
83,74,24,74,Type-3
61,56,54,99,Type-3
6,88,66,80,Type-3
74,38,65,46,Type-3
83,50,26,100,Type-3
79,79,45,88,Type-3
3,20,10,70,Type-3
5,89,69,91,Type-3
57,90,27,17,Type-3
21,56,66,38,Type-3
25,50,43,41,Type-3
2,16,78,28,Type-3
40,30,69,4,Type-3
59,13,54,12,Type-3
13,86,78,16,Type-3
74,1,99,77,Type-3
81,89,16,47,Type-3
11,25,93,26,Type-3
86,21,39,18,Type-3
11,27,69,16,Type-3
12,5,48,6,Type-3
24,18,74,37,Type-3
44,55,36,69,Type-3
18,20,52,47,Type-3
54,41,71,43,Type-3
99,19,80,95,Type-3
44,94,64,61,Type-3
7,90,0,91,Type-3
92,78,38,37,Type-3
52,43,29,26,Type-3
54,30,83,68,Type-3
31,8,42,84,Type-3
50,49,22,98,Type-3
43,80,30,35,Type-3
81,82,86,40,Type-3
69,31,68,41,Type-3
17,73,51,71,Type-3
82,39,54,73,Type-3
21,51,5,5,Type-3
36,68,46,80,Type-3
95,76,99,47,Type-3
55,26,16,0,Type-3
58,1,46,62,Type-3
2,0,55,67,Type-3
27,7,46,63,Type-3
73,9,36,55,Type-3
34,91,90,81,Type-3
60,68,73,55,Type-3
92,65,27,79,Type-3
53,40,40,85,Type-3
62,47,55,17,Type-3
78,80,65,94,Type-3
96,47,70,35,Type-3
6,32,7,63,Type-3
75,88,35,67,Type-3
48,68,32,29,Type-3
93,91,64,8,Type-3
84,50,30,75,Type-3
30,63,75,91,Type-3
57,81,52,75,Type-3
60,22,87,52,Type-3
23,51,79,67,Type-3
19,98,80,62,Type-3
36,81,50,99,Type-3
3,74,10,100,Type-3
91,42,34,29,Type-3
